stdID,mid-term,final,faculty,department
std299,84,92,EĞİTİM FAKÜLTESİ,Sosyal Bilgiler Öğretmenliği
std300,92,93,EĞİTİM FAKÜLTESİ,Sosyal Bilgiler Öğretmenliği
std301,80,75,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std302,70,50,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std303,50,67,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std304,55,45,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std305,70,70,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std306,50,75,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std307,65,85,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std308,65,60,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std309,80,60,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std310,50,67,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std311,70,53,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std312,45,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std313,50,75,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std314,75,75,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std315,65,70,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std316,65,56,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std317,75,70,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std318,60,60,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std319,70,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std320,60,70,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std321,45,45,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std322,75,50,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std323,70,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std324,65,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std325,45,45,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std326,60,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std327,80,70,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std328,75,80,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std329,60,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std330,50,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std331,60,51,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std332,40,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std333,70,40,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std334,70,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std335,70,50,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std336,60,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std337,70,45,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std338,65,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std339,60,40,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std340,65,65,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std341,80,45,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std342,45,50,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std343,70,75,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std344,65,60,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std345,60,75,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std346,60,85,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std347,80,70,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std348,25,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std349,40,40,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std350,65,60,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std351,65,55,EĞİTİM FAKÜLTESİ,Türkçe Öğretmenliği
std352,85,80,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std353,75,60,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std354,40,85,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std355,55,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std356,50,66,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std357,60,80,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std358,90,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std359,90,85,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std360,65,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std361,80,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std362,55,63,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std363,55,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std364,70,80,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std365,80,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std366,60,60,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std367,45,55,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std368,80,75,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std369,80,85,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std370,71,55,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std371,60,60,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std372,35,76,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std373,55,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std374,80,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std375,75,85,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std376,60,75,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std377,75,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std378,70,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std379,80,55,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std380,75,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std381,65,56,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std382,80,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std383,75,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std384,60,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std385,55,63,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std386,80,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std387,80,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std388,63,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std389,80,65,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std390,80,60,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std391,90,75,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std392,55,63,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std393,30,80,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std394,50,30,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std395,40,35,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std396,45,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std397,70,80,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std398,80,70,EĞİTİM FAKÜLTESİ,Okul Öncesi Öğretmenliği
std399,75,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std400,60,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std401,65,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std402,85,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std403,75,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std404,70,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std405,85,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std406,50,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std407,66,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std408,70,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std409,95,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std410,80,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std411,60,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std412,80,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std413,50,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std414,50,66,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std415,65,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std416,61,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std417,65,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std418,50,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std419,70,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std420,55,90,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std421,55,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std422,90,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std423,80,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std424,80,55,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std425,75,80,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std426,75,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std427,70,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std428,85,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std429,50,66,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std430,80,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std431,60,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std432,75,80,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std433,80,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std434,75,55,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std435,95,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std436,75,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std437,56,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std438,65,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std439,85,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std440,65,95,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std441,95,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std442,45,62,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std443,85,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std444,65,56,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std445,85,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std446,55,63,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std447,100,85,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std448,50,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std449,90,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std450,55,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std451,60,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std452,40,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std453,45,62,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std454,70,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std455,70,80,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std456,80,80,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std457,70,80,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std458,80,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std459,60,52,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std460,65,80,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std461,65,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std462,46,75,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std463,56,63,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std464,55,55,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std465,71,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std466,58,70,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std467,51,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std468,40,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std469,45,30,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std470,65,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std471,40,74,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std472,30,35,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std473,70,55,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std474,50,66,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std475,56,63,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std476,65,45,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std477,60,52,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std478,30,30,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std479,30,30,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std480,75,60,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std481,30,30,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std482,30,30,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std483,30,45,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std484,30,45,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std485,30,30,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std486,90,65,EĞİTİM FAKÜLTESİ,Rehberlik ve Psikolojik Danışmanlık
std487,85,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std488,70,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std489,75,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std490,80,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std491,85,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std492,60,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std493,80,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std494,90,85,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std495,90,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std496,78,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std497,60,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std498,60,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std499,80,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std500,60,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std501,50,85,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std502,50,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std503,90,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std504,75,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std505,90,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std506,65,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std507,75,50,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std508,75,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std509,95,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std510,75,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std511,75,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std512,60,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std513,45,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std514,65,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std515,85,55,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std516,80,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std517,65,85,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std518,75,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std519,55,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std520,95,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std521,80,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std522,95,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std523,90,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std524,55,63,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std525,50,66,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std526,75,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std527,65,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std528,76,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std529,85,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std530,90,85,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std531,90,65,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std532,85,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std533,85,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std534,90,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std535,75,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std536,90,80,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std537,95,85,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std538,85,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std539,85,85,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std540,85,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std541,55,63,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std542,80,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std543,80,70,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std544,65,75,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std545,40,50,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std546,30,30,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std547,70,55,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std548,50,66,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std549,30,30,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std550,25,35,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std551,70,55,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std552,85,60,EĞİTİM FAKÜLTESİ,Sınıf Öğretmenliği
std553,74,83,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std554,70,72,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std555,86,89,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std556,60,69,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std557,63,75,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std558,54,60,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std559,58,66,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std560,72,75,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std561,73,80,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std562,53,77,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std563,65,74,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std564,68,78,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std565,82,86,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std566,74,98,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std567,56,64,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std568,70,71,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std569,85,72,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std570,67,75,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std571,42,49,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std572,73,84,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std573,68,66,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std574,70,84,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std575,68,93,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std576,64,77,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std577,73,86,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std578,74,72,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std579,77,74,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std580,53,68,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std581,82,68,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std582,70,83,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std583,82,83,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std584,69,75,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std585,57,90,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std586,46,81,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std587,67,83,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std588,79,92,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std589,88,75,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std590,59,62,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std591,73,81,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std592,70,78,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std593,68,84,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std594,30,63,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std595,70,86,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std596,45,78,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std597,64,71,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std598,76,92,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std599,59,80,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std600,51,68,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std601,48,55,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std602,49,80,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std603,51,74,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std604,62,52,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std605,54,60,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std606,62,75,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std607,48,55,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std608,57,70,FEN EDEBİYAT FAKÜLTESİ,Moleküler Biyoloji ve Genetik
std609,88,79,FEN EDEBİYAT FAKÜLTESİ,Matematik
std610,45,74,FEN EDEBİYAT FAKÜLTESİ,Matematik
std611,67,70,FEN EDEBİYAT FAKÜLTESİ,Matematik
std612,73,79,FEN EDEBİYAT FAKÜLTESİ,Matematik
std613,82,70,FEN EDEBİYAT FAKÜLTESİ,Matematik
std614,54,64,FEN EDEBİYAT FAKÜLTESİ,Matematik
std615,60,70,FEN EDEBİYAT FAKÜLTESİ,Matematik
std616,73,77,FEN EDEBİYAT FAKÜLTESİ,Matematik
std617,88,48,FEN EDEBİYAT FAKÜLTESİ,Matematik
std618,46,24,FEN EDEBİYAT FAKÜLTESİ,Matematik
std619,82,67,FEN EDEBİYAT FAKÜLTESİ,Matematik
std620,70,68,FEN EDEBİYAT FAKÜLTESİ,Matematik
std621,60,86,FEN EDEBİYAT FAKÜLTESİ,Matematik
std622,74,54,FEN EDEBİYAT FAKÜLTESİ,Matematik
std623,40,82,FEN EDEBİYAT FAKÜLTESİ,Matematik
std624,57,67,FEN EDEBİYAT FAKÜLTESİ,Matematik
std625,67,62,FEN EDEBİYAT FAKÜLTESİ,Matematik
